Date,Close,High,Low,Open,Volume
2025-05-01,24.8799991607666,25.889999389648438,24.84000015258789,25.889999389648438,573500
2025-05-02,25.290000915527344,26.1200008392334,25.15999984741211,25.43000030517578,713400
2025-05-05,25.979999542236328,26.18000030517578,24.549999237060547,25.059999465942383,1054800
2025-05-06,23.559999465942383,25.540000915527344,23.270000457763672,25.450000762939453,1444200
2025-05-07,23.719999313354492,24.06599998474121,23.270000457763672,23.649999618530273,1023800
2025-05-08,23.8799991607666,24.920000076293945,22.690000534057617,24.469999313354492,2363900
2025-05-09,23.90999984741211,24.8799991607666,23.5,24.06999969482422,1128000
2025-05-12,24.170000076293945,24.65999984741211,23.5,24.020000457763672,1043900
2025-05-13,23.760000228881836,24.53499984741211,23.6299991607666,24.3799991607666,714000
2025-05-14,23.920000076293945,24.329999923706055,23.094999313354492,23.729999542236328,908500
2025-05-15,23.360000610351562,23.920000076293945,22.264999389648438,23.920000076293945,1538200
2025-05-16,23.579999923706055,23.709999084472656,22.969999313354492,23.43000030517578,944900
2025-05-19,23.559999465942383,23.6200008392334,23.0,23.079999923706055,550400
2025-05-20,21.530000686645508,22.774999618530273,20.549999237060547,22.7450008392334,3055200
2025-05-21,20.510000228881836,21.280000686645508,20.40999984741211,21.110000610351562,1677800
2025-05-22,21.219999313354492,21.690000534057617,20.309999465942383,20.479999542236328,1021900
2025-05-23,21.399999618530273,21.43000030517578,20.760000228881836,20.8700008392334,929800
2025-05-27,21.5,22.110000610351562,21.375,21.920000076293945,901200
2025-05-28,21.520000457763672,21.729999542236328,21.1299991607666,21.450000762939453,1016100
2025-05-29,21.440000534057617,22.0,21.2450008392334,21.709999084472656,759400
2025-05-30,21.6200008392334,21.81999969482422,20.899999618530273,21.309999465942383,720800
2025-06-02,21.690000534057617,22.05500030517578,21.229999542236328,21.6200008392334,885000
2025-06-03,22.899999618530273,22.950000762939453,21.290000915527344,22.030000686645508,1000300
2025-06-04,23.729999542236328,23.889999389648438,22.850000381469727,23.010000228881836,967900
2025-06-05,23.84000015258789,24.709999084472656,23.40999984741211,23.889999389648438,785500
2025-06-06,24.6200008392334,24.920000076293945,23.979999542236328,24.209999084472656,1167300
2025-06-09,25.469999313354492,25.709999084472656,24.450000762939453,24.989999771118164,1425900
2025-06-10,26.1299991607666,26.729999542236328,25.40999984741211,25.600000381469727,1687600
2025-06-11,26.690000534057617,27.6299991607666,25.910999298095703,26.299999237060547,1458200
2025-06-12,22.834999084472656,26.450000762939453,22.670000076293945,26.450000762939453,2582500
2025-06-13,21.43000030517578,22.290000915527344,20.899999618530273,22.010000228881836,1728100
2025-06-16,21.200000762939453,21.809999465942383,20.889999389648438,21.6299991607666,1357300
2025-06-17,20.8799991607666,21.617000579833984,20.81999969482422,20.90999984741211,1276100
2025-06-18,21.049999237060547,21.6200008392334,20.489999771118164,20.854999542236328,1170100
2025-06-20,20.459999084472656,21.28499984741211,20.125,21.260000228881836,1401100
2025-06-23,20.350000381469727,20.56999969482422,19.739999771118164,20.239999771118164,713400
2025-06-24,20.600000381469727,20.8799991607666,20.149999618530273,20.700000762939453,875200
2025-06-25,20.559999465942383,20.764999389648438,20.03499984741211,20.764999389648438,768900
2025-06-26,20.489999771118164,20.71500015258789,20.049999237060547,20.3799991607666,670700
2025-06-27,20.610000610351562,20.899999618530273,20.18000030517578,20.549999237060547,1681800
2025-06-30,20.1200008392334,21.198999404907227,20.100000381469727,20.809999465942383,2035300
2025-07-01,20.610000610351562,21.329999923706055,19.850000381469727,20.0,903500
2025-07-02,20.959999084472656,21.434999465942383,20.440000534057617,20.510000228881836,831000
2025-07-03,21.1200008392334,21.420000076293945,20.809999465942383,21.280000686645508,348400
2025-07-07,20.6299991607666,20.950000762939453,20.274999618530273,20.850000381469727,928600
2025-07-08,21.420000076293945,21.469999313354492,20.770000457763672,20.770000457763672,1192600
2025-07-09,21.684999465942383,22.149999618530273,21.440000534057617,21.690000534057617,1036600
2025-07-10,21.709999084472656,21.940000534057617,21.31999969482422,21.690000534057617,751200
2025-07-11,21.010000228881836,21.510000228881836,20.815000534057617,21.420000076293945,892000
2025-07-14,21.139999389648438,21.25,20.809999465942383,20.809999465942383,601300
2025-07-15,20.3700008392334,21.350000381469727,20.149999618530273,21.31999969482422,1082900
2025-07-16,21.25,21.260000228881836,20.540000915527344,20.549999237060547,1060500
2025-07-17,21.649999618530273,22.5,21.410999298095703,21.450000762939453,1253300
2025-07-18,21.450000762939453,22.469999313354492,21.299999237060547,22.270000457763672,963700
2025-07-21,22.81999969482422,23.75,22.030000686645508,22.030000686645508,1637600
2025-07-22,22.770000457763672,23.200000762939453,22.3700008392334,22.920000076293945,1128200
2025-07-23,23.030000686645508,23.75,22.670000076293945,23.010000228881836,1300800
2025-07-24,22.489999771118164,22.981000900268555,22.344999313354492,22.8799991607666,833700
2025-07-25,22.229999542236328,22.600000381469727,22.049999237060547,22.530000686645508,760900
2025-07-28,22.389999389648438,22.540000915527344,22.100000381469727,22.420000076293945,884200
2025-07-29,21.170000076293945,22.469999313354492,21.094999313354492,22.469999313354492,917700
2025-07-30,20.709999084472656,21.47100067138672,20.549999237060547,21.350000381469727,717500
2025-07-31,20.329999923706055,20.94499969482422,20.15999984741211,20.625,903600
2025-08-01,19.530000686645508,20.229999542236328,19.469999313354492,19.889999389648438,1118800
2025-08-04,19.989999771118164,20.09000015258789,19.530000686645508,19.799999237060547,1017400
2025-08-05,19.639999389648438,20.010000228881836,19.524999618530273,20.0,1230500
2025-08-06,19.34000015258789,19.6299991607666,19.010000228881836,19.5,1236900
2025-08-07,19.360000610351562,20.309999465942383,18.479999542236328,20.309999465942383,2550600
2025-08-08,19.209999084472656,20.174999237060547,19.18000030517578,19.440000534057617,1591000
2025-08-11,18.6299991607666,19.149999618530273,18.510000228881836,18.850000381469727,1599200
2025-08-12,18.850000381469727,18.950000762939453,18.350000381469727,18.649999618530273,1133500
2025-08-13,19.84000015258789,19.905000686645508,18.899999618530273,18.920000076293945,1753200
2025-08-14,19.450000762939453,19.69499969482422,17.0,17.520000457763672,4405700
2025-08-15,19.375,19.604999542236328,18.110000610351562,18.665000915527344,2116100
2025-08-18,20.049999237060547,20.184999465942383,19.030000686645508,19.3799991607666,1356100
2025-08-19,19.399999618530273,20.3700008392334,19.280000686645508,20.0049991607666,883000
2025-08-20,19.360000610351562,19.395000457763672,18.75,19.200000762939453,1049200
2025-08-21,19.579999923706055,19.809999465942383,19.0,19.260000228881836,525100
2025-08-22,20.315000534057617,20.44499969482422,19.4950008392334,19.860000610351562,1897000
2025-08-25,19.540000915527344,20.399999618530273,19.434999465942383,20.309999465942383,737900
2025-08-26,19.639999389648438,19.975000381469727,19.479999542236328,19.540000915527344,519900
2025-08-27,19.790000915527344,20.079999923706055,19.43000030517578,19.530000686645508,563200
2025-08-28,19.760000228881836,20.049999237060547,19.670000076293945,19.809999465942383,956200
2025-08-29,19.510000228881836,20.0,19.31999969482422,19.81999969482422,704300
2025-09-02,19.110000610351562,19.783000946044922,18.940000534057617,19.270000457763672,612900
2025-09-03,19.290000915527344,19.3700008392334,18.90999984741211,19.049999237060547,793300
2025-09-04,18.969999313354492,19.200000762939453,18.690000534057617,19.200000762939453,970400
2025-09-05,19.1299991607666,19.458999633789062,18.959999084472656,19.020000457763672,1105700
2025-09-08,19.440000534057617,19.709999084472656,18.816999435424805,19.15999984741211,995800
2025-09-09,19.459999084472656,19.530000686645508,18.940000534057617,19.43000030517578,1087400
2025-09-10,18.149999618530273,19.459999084472656,18.1299991607666,19.459999084472656,1367800
2025-09-11,18.780000686645508,18.920000076293945,18.204999923706055,18.229999542236328,1241700
2025-09-12,18.56999969482422,18.829999923706055,18.465999603271484,18.690000534057617,689800
2025-09-15,18.459999084472656,18.729999542236328,18.239999771118164,18.65999984741211,805000
2025-09-16,19.110000610351562,19.290000915527344,18.440000534057617,18.450000762939453,1801500
2025-09-17,19.030000686645508,19.829999923706055,18.924999237060547,19.260000228881836,1067100
