Date,Close,High,Low,Open,Volume
2025-05-01,132.9627227783203,136.65039518169402,132.62836240981292,136.4832074948516,22836600
2025-05-02,137.4862518310547,139.0596646478812,135.00813189636477,135.55883688587772,13185600
2025-05-05,137.1223907470703,138.43028681404604,135.99149572418492,136.00133911897325,7165300
2025-05-06,137.57473754882812,138.45978778993037,135.17530501904943,135.5293221144553,6957900
2025-05-07,141.90162658691406,142.2949722787753,137.91893768481984,138.04678178700408,10196400
2025-05-08,142.68832397460938,145.04842798724698,141.49842857325038,143.21934212564145,8489100
2025-05-09,142.76698303222656,144.5370685682009,142.1966363088562,143.2390158452701,6217100
2025-05-12,149.59165954589844,151.79443465679824,147.33972747242134,151.519089643583,11414600
2025-05-13,148.82460021972656,150.74218660319585,148.45092633806033,149.48346246403779,10160900
2025-05-14,150.43736267089844,150.72255107375193,147.9297424288871,149.404811394167,6971200
2025-05-15,150.07351684570312,150.84055150579275,147.683897323749,149.18848147026972,6941200
2025-05-16,149.96533203125,150.5160219972251,148.7852799605639,150.32917754337436,6668000
2025-05-19,151.1453857421875,151.26340145416017,147.61505788221857,148.0477471473735,7241100
2025-05-20,151.26339721679688,151.3322259587745,149.40479610576213,150.49634762857926,5269500
2025-05-21,148.79510498046875,153.53499994699948,148.32308716392168,151.02737997535888,9684500
2025-05-22,144.9205780029297,149.06061075440456,144.77307713507568,148.87376631833965,9539100
2025-05-23,142.96368408203125,144.05523567963286,139.41368429209965,141.03625409696667,8994600
2025-05-27,146.15966796875,146.86770225454603,143.9962215370526,145.09761654005595,9788800
2025-05-28,145.1467742919922,147.0053603589122,144.9107578847795,146.34649810293269,7032300
2025-05-29,145.8744659423828,147.99856860129134,144.79275783278774,147.36920651774537,5980700
2025-05-30,142.78665161132812,145.55978805628376,141.09523824883928,145.54011627155475,13755600
2025-06-02,144.1929168701172,144.7632786857403,142.07864229415915,142.3933308842317,6419500
2025-06-03,146.46450805664062,147.29054302630522,143.0915094227454,144.2715765281823,6164100
2025-06-04,146.5726776123047,147.55605684485263,144.9304360945708,147.50688488218998,7143800
2025-06-05,145.97911071777344,148.4721168765243,145.4251127036763,147.20583138849835,5605500
2025-06-06,147.64111328125,148.97664091391317,147.45314644298384,148.19511127067886,5794700
2025-06-09,153.74501037597656,154.4473953000846,149.55043040570632,150.18357312807606,10589400
2025-06-10,157.42515563964844,157.80107422110888,153.40865511839917,154.51665109796778,9068400
2025-06-11,157.77139282226562,160.4028983021147,156.01046421582532,158.28582598339923,8859900
2025-06-12,156.99974060058594,157.89999480124197,156.25777583867836,157.29652952441134,5689400
2025-06-13,153.06239318847656,155.48614185215118,152.78539420378874,154.6650323277864,8446400
2025-06-16,155.18934631347656,156.752420572211,153.97252831853393,155.3476357537992,8686300
2025-06-17,152.80519104003906,155.89175992002748,152.73593374309186,154.97171567599204,7146900
2025-06-18,151.9840850830078,154.42762386938506,151.50921670919945,153.33940271521615,6708700
2025-06-20,149.69882202148438,153.45809818306037,149.01621200515555,152.57763391011895,15501900
2025-06-23,151.4993133544922,151.87524700374712,148.07637588915324,149.6097727741904,6860700
2025-06-24,154.0417938232422,154.62546918332887,152.49849434077228,153.07228227105352,7692700
2025-06-25,154.25942993164062,154.853007843725,152.93378970267395,154.42762191313813,5280100
2025-06-26,156.49522399902344,156.7227556530126,154.23965212863467,154.8233275040175,6278200
2025-06-27,156.84146118164062,159.37404707747444,155.88186724929002,156.9502832908183,22100300
2025-06-30,157.5537567138672,158.14733462998396,156.10940693079704,156.69308232128,7988200
2025-07-01,157.69224548339844,159.91813987438607,156.28746061252374,156.5248947818749,8942300
2025-07-02,160.5809783935547,161.04592912168428,157.09868598032034,157.96924776214436,8916400
2025-07-03,160.47215270996094,162.2034039005105,160.35342807779654,161.2932471336038,4280800
2025-07-07,156.3962860107422,159.75986888508652,155.88186794262575,159.38393521619832,7187400
2025-07-08,157.74171447753906,160.0962209552132,156.91071751905852,157.7615044323541,6879100
2025-07-09,157.64279174804688,159.74996148676217,156.554570684626,157.69224399112866,4190100
2025-07-10,157.3855743408203,158.57271503636224,156.0994989642695,157.28665475512437,5674400
2025-07-11,155.77304077148438,157.4647120358888,155.46634931217554,157.296535161933,5907700
2025-07-14,152.63699340820312,154.82332301410992,151.83567383213412,154.74417828994953,7382600
2025-07-15,152.6468963623047,155.0310802376568,152.46881695861518,154.61556666081884,6467300
2025-07-16,152.4193572998047,152.84474319044259,149.91644891197646,152.64688893676654,7106700
2025-07-17,150.97500610351562,151.88514782827963,150.1736864923274,151.36082721613639,7018600
2025-07-18,153.14154052734375,153.76478070587874,151.09371039630847,151.4003867706422,7433900
2025-07-21,157.26686096191406,158.21656745704578,153.2503605741043,153.2602480038387,7662300
2025-07-22,156.29736328125,157.33610192174973,154.49685479313388,157.25697229387234,6951600
2025-07-23,158.1671142578125,158.32538860917018,155.24870730533928,156.89092635008905,7296200
2025-07-24,157.1382598876953,157.38558150616447,155.11021959718542,156.65351917649647,5014800
2025-07-25,156.7029571533203,157.49438927941026,155.72357329437364,157.19760034521252,4808200
2025-07-28,159.3245849609375,160.2248392486193,157.45483418399783,158.0483969937154,9627300
2025-07-29,160.34353637695312,161.84725588337633,159.4136047755508,160.3039564688485,9460900
2025-07-30,157.35589599609375,161.52079847803995,156.30725480317062,161.253686917195,14382500
2025-07-31,145.1876678466797,155.12011183931043,144.0203171306447,151.46964257746146,24440100
