Date,Close,High,Low,Open,Volume
2025-05-01,171.08767700195312,173.12820614993032,169.3344005017294,171.1669227600258,22670600
2025-05-02,177.58567810058594,178.9427258110767,175.4659031935513,178.10076797100623,21691200
2025-05-05,174.73291015625,178.37813985043525,174.58433379034736,177.30834467218256,14618900
2025-05-06,170.65185546875,173.0886137294975,168.97782450510832,170.96883854298068,14565600
2025-05-07,172.89047241210938,174.3168658574281,169.75043286784282,172.45464340566926,9682500
2025-05-08,173.56405639648438,175.77297719046948,172.01880184590883,173.68291748050297,10343000
2025-05-09,174.85177612304688,178.75454299441898,174.80224563245199,178.10077679356723,11582800
2025-05-12,185.21290588378906,187.38221129256925,182.86530885408158,185.51007369991757,22064900
2025-05-13,192.1566619873047,192.44391463065787,185.945913714066,185.945913714066,19996000
2025-05-14,192.91940307617188,194.3656119058634,191.40386364541436,193.43449301594234,12359000
2025-05-15,192.38450622558594,192.65195879643196,189.8189868997728,191.2750957310904,10241800
2025-05-16,192.38450622558594,193.2363793165977,190.75010575676058,192.69157412212778,9146700
2025-05-19,191.67129516601562,191.67129516601562,187.02561639456286,187.2138231854106,10144400
2025-05-20,191.6217803955078,191.89913302121911,189.0067305569553,189.98737991438168,7054100
2025-05-21,189.94773864746094,193.42457655270613,188.72936717434456,191.27508626866464,7375700
2025-05-22,194.33587646484375,194.96982743470235,189.53170614394247,189.53170614394247,11825000
2025-05-23,190.16566467285156,190.97792241489242,188.2340964156109,190.20529511199615,9403100
2025-05-27,195.81178283691406,196.43583374681978,191.86940076504237,192.265629562833,12228200
2025-05-28,194.28634643554688,196.19811451633677,193.63258024535446,194.23681594575956,17787600
2025-05-29,195.2867889404297,197.91175366078272,194.22690904634652,197.5749705254354,14609900
2025-05-30,191.4929962158203,194.0585152523414,188.75907049897475,193.9198389561668,11998300
2025-06-02,192.99864196777344,193.31562503159395,190.38359214959186,191.2156500202441,7447400
2025-06-03,195.74244689941406,196.2971520865922,191.80996498688992,192.51326163715115,9548300
2025-06-04,200.4871826171875,202.10178289615033,198.48628381046188,199.47683316156377,13531100
2025-06-05,201.4182891845703,203.81541665480393,200.36830935454714,202.94374355672613,12214300
2025-06-06,203.24090576171875,204.34041613064832,201.30933757700018,201.65603589087064,8532000
2025-06-09,205.04371643066406,207.29226769800164,203.9243908231439,204.4493807719881,11472300
2025-06-10,210.45211791992188,211.21483002376058,207.9757445876534,209.61014494111726,14514000
2025-06-11,212.07662963867188,215.37514579399922,210.93748877575155,212.9681180404494,13326400
2025-06-12,214.17431640625,214.62170562823468,210.6748443439022,211.6789518982352,9796100
2025-06-13,209.86956787109375,212.01696635382578,208.17946452220858,208.8853328211977,10152500
2025-06-16,214.4228515625,216.3316737444071,211.4900493591281,211.7584798487478,10932900
2025-06-17,212.65322875976562,214.68134664734768,212.2555663193788,212.64329250820336,8389700
2025-06-18,212.25555419921875,213.9158183062968,211.6491091518556,213.44855662210642,6932000
2025-06-20,208.288818359375,214.2439097576357,206.9367448186117,213.9456553411725,16992000
2025-06-23,209.0941162109375,209.36253154107467,204.99812011762853,205.42562166722703,7535500
2025-06-24,218.80714416503906,219.08551089813486,212.63334927120448,213.14037114151844,14814700
2025-06-25,221.44171142578125,222.19727612057113,219.5130167584536,219.5130167584536,9168400
2025-06-26,222.7042999267578,223.90725383384452,221.40193799494017,223.66864726876088,7982200
2025-06-27,227.23773193359375,227.54592259668402,222.72418592296688,222.992616410434,13133000
2025-06-30,225.16986083984375,226.82017365147317,223.4897089332647,226.11432053098198,9279800
2025-07-01,223.37039184570312,227.26755654188048,219.890792428998,226.10436281597143,9990200
2025-07-02,232.23841857910156,232.4571374757052,222.6943681613878,223.1715661313185,12012500
2025-07-03,233.43141174316406,236.19520659521308,231.91033094940505,232.50682459547463,7779600
2025-07-07,227.834228515625,231.19453226833053,226.114316463138,230.27989651874643,13817500
2025-07-08,226.53187561035156,228.987479962967,226.2137335091923,228.44068270775603,8854400
2025-07-09,230.48866271972656,231.91033551874327,228.89799779568403,229.10676526647447,9475300
